metraj,Sale Sakht,otagh,location,price,floor
۱۲۰,۱۴۰۱,۲,دقایقی پیش در تهران، چیتگر,۳٬۳۶۰٬۰۰۰٬۰۰۰ تومان,۱
۷۰,۱۴۰۲,۱,دقایقی پیش در تهران، سازمان برنامه، کوچه سازمان برنامه جنوبی (بلوار ناصر حجازی),۷٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۵
۷۳,۱۳۹۹,۲,لحظاتی پیش در تهران، جیحون، خیابان دامپزشکی (ب. آیت الله سعیدی),۵٬۲۸۵٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۲۰۰,۱۴۰۱,۳,لحظاتی پیش در تهران، پاسداران,۲۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰ از ۱۱
۱۳۰,۱۴۰۲,۳,دقایقی پیش در تهران، سرو آزاد,۹٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۷۰,۱۴۰۲,۳,لحظاتی پیش در تهران، سعادت‌آباد,۵۵٬۹۳۰٬۰۰۰٬۰۰۰ تومان,۸ از ۹
۸۲,۱۴۰۱,۲,دقایقی پیش در تهران، صادقیه,۸٬۶۶۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۵۴,۱۳۸۵,۲,دقایقی پیش در تهران، میدان انقلاب، خیابان منیری جاوید (خ. انقلاب),۳٬۵۱۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۰۷,۱۴۰۲,۲,لحظاتی پیش در تهران، پاسداران، میدان هروی (خیابان پناهی نیا),۱۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰ از ۱۱
۱۰۵,۱۳۹۸,۲,دقایقی پیش در تهران، تهران‌سر، کوچه رجایی شمالی,۸٬۳۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۸۵,۱۴۰۲,۲,لحظاتی پیش در تهران، چیتگر,۷٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۹
۱۸۰,۱۴۰۱,۳,دقایقی پیش در تهران، پاسداران,۲۰٬۸۸۰٬۰۰۰٬۰۰۰ تومان,۹ از ۱۳
۱۵۵,۱۳۸۸,۳,دقایقی پیش در تهران، سعادت‌آباد,۲۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲
۷۶,۱۳۸۸,۲,لحظاتی پیش در تهران، افسریه، خیابان بیست متری افسریه (ب. بسیج),۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۵۰,۱۳۹۴,۳,دقایقی پیش در تهران، سعادت‌آباد,۲۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲
۲۰۱,۱۳۸۷,۳,دقایقی پیش در تهران، سعادت‌آباد,۳۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲
۱۲۰,۱۳۹۹,۳,دقایقی پیش در تهران، ستارخان,۱۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۰۱,۱۴۰۱,۲,لحظاتی پیش در تهران، دریاچه شهدای خلیج فارس,۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰
۱۶۰,۱۴۰۲,۳,دقایقی پیش در تهران، پونک,۱۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۱۴۲,۱۴۰۰,۳,دقایقی پیش در تهران، سعادت‌آباد,۲۶٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۱۸,۱۴۰۲,۳,دقایقی پیش در تهران، نارمک,۲۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۲۵,۱۳۸۵,۳,دقایقی پیش در تهران، میرداماد,۱۶٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۱۰۰,۱۴۰۱,۲,دقایقی پیش در تهران، چیتگر,۱٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱۵
۱۰۲,۱۴۰۲,۲,دقایقی پیش در تهران، چیتگر,۱٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱۳
۱۳۰,۱۳۸۶,۲,دقایقی پیش در تهران، پونک,۱۰٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۱۲۹,۱۴۰۱,۲,دقایقی پیش در تهران، مبارک‌آباد بهشتی,۳٬۸۷۰٬۰۰۰٬۰۰۰ تومان,۴
۱۴۰,۱۴۰۱,۳,دقایقی پیش در تهران، مبارک‌آباد بهشتی,۴٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۳
۸۷,۱۳۸۶,۲,دقایقی پیش در تهران، کوی فردوس,۸٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۷۲۰,۱۳۹۶,+۴,دقایقی پیش در تهران، فرمانیه,۱۴۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۱
۷۶,۱۴۰۰,۱,دقایقی پیش در تهران، آسمان,۹٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۱۰
۵۲,۱۳۹۸,۱,لحظاتی پیش در تهران، سلسبیل,۳٬۵۳۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۸۲,۱۴۰۱,۲,لحظاتی پیش در تهران، تجریش,۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۱۱۷,۱۴۰۱,۲,لحظاتی پیش در تهران، چیتگر,۹۳۶٬۰۰۰٬۰۰۰ تومان,۱۱ از ۱۵
۷۷,۱۳۹۵,۲,لحظاتی پیش در تهران، مرزداران,۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۱۵۰,۱۴۰۱,۳,لحظاتی پیش در تهران، شهرک غرب,۳۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۷ از ۷
۷۵,۱۳۸۳,۲,لحظاتی پیش در تهران، پونک، خیابان عدل جنوبی (ب. همت),۷٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۲۰,۱۳۸۵,۲,لحظاتی پیش در تهران، سعادت‌آباد,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵
۷۰,۱۴۰۱,۱,دقایقی پیش در تهران، الهیه,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۵۰,۱۳۹۴,۱,لحظاتی پیش در تهران، دولاب,۵٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳
۱۴۵,۱۳۸۰,۳,دقایقی پیش در تهران، پونک,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۲
۱۲۰,۱۴۰۱,۲,دقایقی پیش در تهران، شادمهر,۱۲٬۵۹۰٬۰۰۰٬۰۰۰ تومان,۴
۱۲۲,۱۳۹۱,۳,دقایقی پیش در تهران، چیتگر,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳
۲۵۰,۱۴۰۱,۳,دقایقی پیش در تهران، نیاوران,۸۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶ از ۶
۷۵,۱۳۹۷,۲,لحظاتی پیش در تهران، مبارک‌آباد بهشتی,۱٬۸۷۵٬۰۰۰٬۰۰۰ تومان,۳
۱۱۰,قبل از ۱۳۷۰,۲,دقایقی پیش در تهران، جهاد، خیابان گلها (خ. شهید گمنام),۸٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۲
۲۱۰,۱۳۸۰,۳,دقایقی پیش در تهران، قیطریه,۲۴٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۴
۱۲۸,۱۳۹۱,۲,دقایقی پیش در تهران، باغ خزانه,۶٬۸۴۸٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۱۰۰,۱۳۹۷,۲,دقایقی پیش در تهران، شهران شمالی,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۲۵,۱۴۰۱,۲,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۷٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۳
۱۵۰,۱۴۰۲,۳,دقایقی پیش در تهران، چیتگر,۹٬۹۹۹٬۹۹۹٬۹۹۹ تومان,۹
۲۱۰,۱۴۰۱,۲,دقایقی پیش در تهران، الهیه,۴۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۷
۷۵,۱۳۸۸,۲,دقایقی پیش در تهران، نیرو هوایی,۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۷۰,۱۳۹۲,۲,لحظاتی پیش در تهران، مبارک‌آباد بهشتی,۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۵۵,۱۳۹۸,۱,لحظاتی پیش در تهران، مبارک‌آباد بهشتی,۱٬۷۰۵٬۰۰۰٬۰۰۰ تومان,۱
۱۱۳,۱۳۹۵,۲,لحظاتی پیش در تهران، مرزداران,۱۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۵۶,۱۳۸۷,۱,لحظاتی پیش در تهران، فلاح,۲٬۶۳۲٬۰۰۰٬۰۰۰ تومان,۴
۱۰۰,۱۴۰۲,۲,لحظاتی پیش در تهران، منیریه,۹٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۶
۱۴۲,۱۳۸۸,۳,لحظاتی پیش در تهران، سعادت‌آباد، خیابان صراف‌های جنوبی (بلوار دریا),۱۸٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۶۰,۱۳۹۸,۲,لحظاتی پیش در تهران، اندیشه (شهر زیبا),۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳
۶۵,۱۴۰۲,۲,دقایقی پیش در تهران، منیریه,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۶
۹۵,۱۳۹۴,۲,دقایقی پیش در تهران، جنت‌آباد مرکزی,۱۰٬۰۵۰٬۰۰۰٬۰۰۰ تومان,۳
۱۲۵,۱۳۹۶,۳,لحظاتی پیش در تهران، پاسداران، میدان فرخی یزدی (خیابان فرخی یزدی),۱۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴
۱۳۵,۱۳۹۸,۲,لحظاتی پیش در تهران، دهقان,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۰۰,۱۳۷۷,۲,لحظاتی پیش در تهران، سعادت‌آباد,۱۲٬۹۹۹٬۹۰۹٬۰۹۹ تومان,۱
۱۵۴,۱۳۹۰,۳,لحظاتی پیش در تهران، دروس,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۵۵,۱۳۸۷,۱,دقایقی پیش در تهران، جنت‌آباد مرکزی,۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۰۲,۱۳۸۸,۲,لحظاتی پیش در تهران، قلهک,۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۱۵۵,۱۳۸۳,۳,لحظاتی پیش در تهران، ظفر,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۰۹,۱۳۹۳,۲,لحظاتی پیش در تهران، مرزداران,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۱۱۰,۱۴۰۲,۲,لحظاتی پیش در تهران، باغ فیض,۱۳٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۸۵,۱۴۰۲,۳,لحظاتی پیش در تهران، کاشانک,۲۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶
۶۴,۱۴۰۲,۱,لحظاتی پیش در تهران، مرزداران,۸٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۷۷,۱۳۸۹,۲,لحظاتی پیش در تهران، مرزداران,۱۰٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۳۱۳,۱۳۸۶,۴,لحظاتی پیش در تهران، دروس، خیابان چیذری (خ. یارمحمدی),۵۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۱۲۵,۱۳۹۷,۲,دقایقی پیش در تهران، منیریه,۱۰٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۲۵۰,۱۴۰۰,۳,لحظاتی پیش در تهران، دروس,۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۶۷,۱۳۸۹,۱,دقایقی پیش در تهران، سازمان برنامه,۵٬۷۰۵٬۰۰۰٬۰۰۰ تومان,۱
۱۲۰,۱۳۸۵,۲,لحظاتی پیش در تهران، اختیاریه,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱
۱۳۰,۱۴۰۲,۳,دقایقی پیش در تهران، سهروردی,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۱۵,۱۴۰۱,۲,دقایقی پیش در تهران، هروی، میدان هروی,۱۳٬۷۵۰٬۰۰۰٬۰۰۰ تومان,+۳۰
۱۱۵,۱۳۹۶,۳,دقایقی پیش در تهران، پونک,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۴۳,۱۴۰۲,۳,دقایقی پیش در تهران، شهرک غرب، بلوار دادمان (بزرگراه یادگار امام),۲۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۱۰۱,۱۳۸۳,۲,دقایقی پیش در تهران، سعادت‌آباد، خیابان صراف‌های شمالی (بلوار سرو غربی),۱۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۸
۱۱۵,۱۳۸۲,۲,دقایقی پیش در تهران، شهرک غرب، بلوار دادمان (بزرگراه یادگار امام),۱۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۵۰,۱۳۸۶,۱,دقایقی پیش در تهران، کوی فردوس، بلوار ناصر حجازی (فردوس غرب) (بزرگراه ستاری),۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,مشاور املاک
۱۱۰,۱۳۸۸,۲,لحظاتی پیش در تهران، کامرانیه,۱۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۴۰,۱۴۰۱,۳,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۳٬۹۲۰٬۰۰۰٬۰۰۰ تومان,۱۴
۷۲,۱۴۰۰,۲,دقایقی پیش در تهران، اندیشه (شهر زیبا),۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۱۵,۱۳۸۵,۲,لحظاتی پیش در تهران، اختیاریه، خیابان منظریه (خ. رحمانی),۱۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۶۶,۱۳۸۵,۲,دقایقی پیش در تهران، کوی فردوس,۷٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۳۱۲,۱۳۹۸,۴,لحظاتی پیش در تهران، فرمانیه,۹۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۶
۱۶۵,۱۳۹۵,۳,لحظاتی پیش در تهران، مرزداران,۲۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۱۲,۱۴۰۲,۲,دقایقی پیش در تهران، سرو آزاد، بلوار اردستانی (آزادراه شهید فهمیده),۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۲۴,۱۳۹۷,۳,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۱۱٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۵
۱۱۰,۱۴۰۱,۲,دقایقی پیش در تهران، سرو آزاد,۱۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۷۰,۱۴۰۱,۳,دقایقی پیش در تهران، نیاوران,۳۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۱۳۲,۱۳۹۱,۳,لحظاتی پیش در تهران، هوانیروز، خیابان هوانیروز (بلوار هاشم زاده جنوبی),۱۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۵۸,۱۳۹۴,۱,دقایقی پیش در تهران، کرمان,۴٬۹۹۹٬۹۹۹٬۹۹۹ تومان,شخصی
۱۳۱,۱۴۰۱,۲,دقایقی پیش در تهران، پاسداران,۱۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۰ از ۱۱
۴۸,۱۳۸۵,۱,دقایقی پیش در تهران، کوی فردوس,۴٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴
۹۸,۱۳۹۸,۳,دقایقی پیش در تهران، مبارک‌آباد بهشتی,۲٬۹۴۵٬۰۰۰٬۰۰۰ تومان,۵
۱۰۲,۱۴۰۱,۲,لحظاتی پیش در تهران، اختیاریه,۲۰٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۴
۷۴,۱۳۸۸,۲,دقایقی پیش در تهران، جنت‌آباد جنوبی,۶٬۶۸۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳
۶۶,۱۳۸۲,۲,دقایقی پیش در تهران، ایران، کوچه معتمد الملک (خ. عین الدوله),۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۱۸,۱۳۸۰,۲,دقایقی پیش در تهران، جردن,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳
۸۵,قبل از ۱۳۷۰,۲,دقایقی پیش در تهران، شمشیری، خیابان شمشیری (ب. آیت الله سعیدی),۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۶۶,۱۳۹۹,۲,دقایقی پیش در تهران، شهرک تختی,۲٬۲۴۱٬۰۰۰٬۰۰۰ تومان,۳
۱۵۰,۱۴۰۲,۳,دقایقی پیش در تهران، مرزداران,۱۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۲۰,قبل از ۱۳۷۰,۳,دقایقی پیش در تهران، شهر زیبا,۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,همکف
۱۰۶,۱۳۸۱,۲,لحظاتی پیش در تهران، صادقیه، خیابان کاشانی (بلوار آیت الله کاشانی),۹٬۲۲۲٬۰۰۰٬۰۰۰ تومان,شخصی
۵۲,۱۴۰۱,۱,دقایقی پیش در تهران، هاشم‌آباد,۱٬۷۱۶٬۰۰۰٬۰۰۰ تومان,۳
۹۳,۱۴۰۲,۲,دقایقی پیش در تهران، جنت‌آباد جنوبی، میدان چهار باغ (بلوار جنت آباد جنوبی),۱۳٬۴۸۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۷۲,۱۳۸۷,۲,لحظاتی پیش در تهران، ظهیرآباد,۴٬۳۲۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۶۰,۱۳۹۵,۳,دقایقی پیش در تهران، هروی,۲۰٬۷۱۰٬۰۰۰٬۰۰۰ تومان,۱
۶۰,۱۳۸۵,۱,دقایقی پیش در تهران، آهنگ، خیابان بهشتی,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۵۳,۱۳۸۵,۱,دقایقی پیش در تهران، کوی فردوس,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۶
۸۱,۱۴۰۱,۲,دقایقی پیش در تهران، مبارک‌آباد بهشتی,۲٬۶۳۲٬۵۰۰٬۰۰۰ تومان,۳
۱۵۵,۱۴۰۱,۳,دقایقی پیش در تهران، جنت‌آباد جنوبی,۲۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۲۹۰,۱۴۰۱,۴,دقایقی پیش در تهران، پونک، بلوار کمالی (بلوار عدل شمالی),۵۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۶۲,۱۳۹۴,۱,دقایقی پیش در تهران، ازگل,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۹۲,۱۳۹۳,۲,دقایقی پیش در تهران، جنت‌آباد مرکزی,۱۲٬۰۵۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۳۳,۱۳۹۴,۳,دقایقی پیش در تهران، جنت‌آباد جنوبی، میدان چهار باغ (بلوار جنت آباد جنوبی),۱۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۶۷,۱۳۹۲,۱,دقایقی پیش در تهران، جی,۳٬۴۸۶٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۱۸۵,۱۳۹۴,۳,دقایقی پیش در تهران، شهرک ژاندارمری، کوچه البرز (بلوار مرزداران),۳۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۶۵,۱۳۷۹,۳,لحظاتی پیش در تهران، شهرک غرب,۲۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۹۰,۱۳۹۶,۲,لحظاتی پیش در تهران، جنت‌آباد شمالی,۹٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۰۰,قبل از ۱۳۷۰,۱,لحظاتی پیش در تهران، پیروزی,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,شخصی
۱۷۸,۱۳۸۰,۳,لحظاتی پیش در تهران، جردن,۲۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶ از ۹
۱۵۰,۱۴۰۲,۳,لحظاتی پیش در تهران، جردن,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵
۲۰۰,۱۴۰۲,۳,لحظاتی پیش در تهران، پاسداران,۲۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۶
۱۶۸,۱۳۸۱,۳,لحظاتی پیش در تهران، جردن,۲۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۴
۲۲۵,۱۳۸۵,۳,لحظاتی پیش در تهران، امانیه,۲۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۱۴۰,۱۳۹۵,۳,لحظاتی پیش در تهران، شهرک پرواز,۱۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۲
۱۱۲,۱۳۹۱,۲,دقایقی پیش در تهران، باغ فیض,۱۲٬۵۴۴٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۲۷۰,۱۳۸۸,۴,لحظاتی پیش در تهران، ولنجک,۵۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۱۱۰,۱۴۰۲,۲,لحظاتی پیش در تهران، جنت‌آباد جنوبی,۱۱٬۶۸۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۰۵,۱۳۹۳,۳,لحظاتی پیش در تهران، شهران جنوبی,۱۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۳۶,۱۳۸۸,۳,لحظاتی پیش در تهران، کوی فردوس,۱۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۵۴,۱۳۸۳,۳,لحظاتی پیش در تهران، کوی فردوس,۱۱٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴
۱۱۵,۱۳۸۴,۲,لحظاتی پیش در تهران، هروی,۱۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۷
۱۰۴,۱۳۹۳,۲,لحظاتی پیش در تهران، جنت‌آباد مرکزی,۱۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۲۱۴,۱۴۰۲,۳,لحظاتی پیش در تهران، جردن,۴۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۶
۱۳۰,۱۳۹۸,۳,لحظاتی پیش در تهران، هروی,۱۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۵
۹۸,۱۳۹۰,۲,لحظاتی پیش در تهران، جنت‌آباد جنوبی,۱۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۱۰۵,۱۳۸۵,۲,دقایقی پیش در تهران، سعادت‌آباد,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴
۱۱۰,۱۳۹۰,۲,لحظاتی پیش در تهران، هروی,۱۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۵
۲۱۲,۱۳۸۵,۳,لحظاتی پیش در تهران، پاسداران,۲۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۷
۸۵,۱۳۹۵,۲,لحظاتی پیش در تهران، پونک,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۴
۸۸,۱۴۰۱,۲,دقایقی پیش در تهران، کاشانک,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳
۱۲۷,۱۴۰۱,۲,دقایقی پیش در تهران، ازگل,۲۱٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۱۴۰,۱۴۰۱,۳,دقایقی پیش در تهران، سعادت‌آباد,۲۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۶
۱۸۰,۱۳۸۸,۳,دقایقی پیش در تهران، زعفرانیه,۲۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۳۵,۱۳۹۵,۳,دقایقی پیش در تهران، جنت‌آباد شمالی,۱۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۱۲۰,۱۳۹۵,۳,لحظاتی پیش در تهران، سهروردی,۱۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۱
۵۵,۱۳۸۸,۱,لحظاتی پیش در تهران، کوی فردوس,۵٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵
۷۲,۱۳۷۸,۲,دقایقی پیش در تهران، باغ فیض,۵٬۷۲۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴
۱۱۶,۱۳۹۰,۳,دقایقی پیش در تهران، آبشار تهران,۸٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۷
۸۹,۱۳۸۶,۲,دقایقی پیش در تهران، شهران شمالی,۶٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۶
۱۸۰,۱۳۸۵,۳,دقایقی پیش در تهران، سعادت‌آباد,۳۰٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱۱
۹۸,۱۳۹۷,۲,لحظاتی پیش در تهران، جنت‌آباد جنوبی,۱۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۵
۴۷,۱۳۸۹,۱,دقایقی پیش در تهران، سلسبیل، خیابان خوش جنوبی (خ. هاشمی),۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۱۳۰,۱۳۸۰,۲,دقایقی پیش در تهران، الهیه,۲۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴
۱۰۰,۱۴۰۱,۲,دقایقی پیش در تهران، مرزداران,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
۱۱۴,۱۳۹۵,۳,دقایقی پیش در تهران، آبشار تهران,۸٬۰۵۰٬۰۰۰٬۰۰۰ تومان,۴
۱۱۵,۱۳۸۲,۲,لحظاتی پیش در تهران، شهرک غرب,۱۳٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱
۷۵,۱۳۸۴,۲,دقایقی پیش در تهران، جنت‌آباد مرکزی,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۱۳۹,۱۴۰۲,۳,دقایقی پیش در تهران، استاد معین,۱۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵
۲۰,۱۴۰۰,۱,دقایقی پیش در تهران، دریاچه شهدای خلیج فارس,۶۰۰٬۰۰۰٬۰۰۰ تومان,۲۱ از ۲۲
۶۰,۱۳۸۸,۲,دقایقی پیش در تهران، پونک,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵
۲۳۰,۱۳۹۶,۳,لحظاتی پیش در تهران، سعادت‌آباد,۵۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱
۷۳,۱۳۹۵,۲,دقایقی پیش در تهران، شهران جنوبی,۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵
